#: :filename=/bulk/mvazque2/git/workflows/AGS/data/proteomics/.source/ptm/PTM_collapsed_log2_norm_imp_18517.txt#:type=:list
#PTM collapse key	X5Z_0_5h_Rep1	X5Z_0_5h_Rep2	X5Z_0_5h_Rep3	X5Z_0_5h_Rep4	X5Z_2h_Rep1	X5Z_2h_Rep2	X5Z_2h_Rep3	X5Z_2h_Rep4	X5Z_8h_Rep1	X5Z_8h_Rep2	X5Z_8h_Rep3	X5Z_8h_Rep4	XCONTROL_0h_Rep1	XCONTROL_0h_Rep2	XCONTROL_0h_Rep3	XCONTROL_0h_Rep4	XCTRL_0h_Rep1_2	XCTRL_0h_Rep2_2	XCTRL_0h_Rep3_2	XCTRL_0h_Rep4_2	XDMSO_0_5h_Rep1	XDMSO_0_5h_Rep1_2	XDMSO_0_5h_Rep2	XDMSO_0_5h_Rep2_2	XDMSO_0_5h_Rep3	XDMSO_0_5h_Rep3_2	XDMSO_0_5h_Rep4	XDMSO_2h_Rep1	XDMSO_2h_Rep1_2	XDMSO_2h_Rep2	XDMSO_2h_Rep2_2	XDMSO_2h_Rep3	XDMSO_2h_Rep3_2	XDMSO_2h_Rep4	XDMSO_8h_Rep1	XDMSO_8h_Rep1_2	XDMSO_8h_Rep2	XDMSO_8h_Rep2_2	XDMSO_8h_Rep3	XDMSO_8h_Rep3_2	XDMSO_8h_Rep4	XPD_0_5h_Rep1	XPD_0_5h_Rep2	XPD_0_5h_Rep3	XPD_0_5h_Rep4	XPD_2h_Rep1	XPD_2h_Rep2	XPD_2h_Rep3	XPD_2h_Rep4	XPD_8h_Rep1	XPD_8h_Rep2	XPD_8h_Rep3	XPD_8h_Rep4	XPI_0_5h_Rep1	XPI_0_5h_Rep2	XPI_0_5h_Rep3	XPI_0_5h_Rep4	XPI_2h_Rep1	XPI_2h_Rep2	XPI_2h_Rep3	XPI_2h_Rep4	XPI_8h_Rep1	XPI_8h_Rep2	XPI_8h_Rep3	XPI_8h_Rep4	XPI5Z_0_5h_Rep1	XPI5Z_0_5h_Rep2	XPI5Z_0_5h_Rep3	XPI5Z_0_5h_Rep4	XPI5Z_2h_Rep1	XPI5Z_2h_Rep2	XPI5Z_2h_Rep3	XPI5Z_2h_Rep4	XPI5Z_8h_Rep1	XPI5Z_8h_Rep2	XPI5Z_8h_Rep3	XPI5Z_8h_Rep4	XPIPD_0_5h_Rep1	XPIPD_0_5h_Rep2	XPIPD_0_5h_Rep3	XPIPD_0_5h_Rep4	XPIPD_2h_Rep1	XPIPD_2h_Rep2	XPIPD_2h_Rep3	XPIPD_2h_Rep4	XPIPD_8h_Rep1	XPIPD_8h_Rep2	XPIPD_8h_Rep3	XPIPD_8h_Rep4
HSF1_T369_M2	17.59887357	18.5148212	18.23874625	18.47613766	18.35220092	18.08670152	18.493727	18.46440816	17.10889371	17.21625413	18.12242868	17.63725256	18.63421159	18.17345309	18.35372769	18.10671212	18.58187644	18.32438398	18.37813232	18.52651002	18.47259102	19.0556971	18.39488074	18.97632759	18.76434738	18.93230681	19.05545625	18.79230815	19.36148844	18.26033788	18.43576819	18.31645936	18.72155086	19.48446422	17.96689115	19.06653392	17.88321109	18.64148837	18.65484898	18.68502477	18.93839146	18.55636578	18.10659776	17.92089149	18.63255441	18.69087625	18.04891001	17.9171354	18.76243061	18.0180365	17.79143008	17.49501761	17.92017815	18.60075398	18.21731685	18.03350728	18.6242409	18.20765762	18.34123775	17.83604729	18.61861461	17.4717546	17.76510947	18.22008654	17.31337529	18.81459918	18.73607925	18.35903669	18.83937299	18.20046529	18.35448415	18.29759317	18.87886402	16.71083661	17.50810631	17.83783351	18.01112217	17.19738045	18.41334351	18.05835607	18.90435827	18.47714967	18.15533566	18.59623851	18.74498581	17.81331728	17.31261885	17.34710456	17.68468766
HSP90AA1_S231_M1	16.48605853	19.68646165	19.96552149	17.33959158	20.05965067	12.92751113	20.35090798	18.7619285	15.02723906	19.07488724	20.38935028	20.71193682	15.08900176	13.30147421	19.356221	18.89920104	20.35362776	20.79617935	18.22776219	17.32381313	17.42524636	13.04756428	19.60931362	18.30144896	22.82983954	20.66885313	19.18017734	17.27049352	13.58749851	18.95807753	16.7910615	17.83233165	20.11070058	13.63634889	18.71436045	11.28469854	17.81746892	19.00577285	19.64056217	19.03327429	17.88489457	13.4736264	18.33218765	18.46564309	22.93177542	13.85060048	18.46329764	22.97371599	21.39567397	15.03741161	22.25050404	21.06333922	20.50090353	15.49775574	13.89090675	18.56816014	15.26686853	16.61622396	14.6013461	18.75888604	18.51791892	15.09344278	16.35595134	18.21315286	20.1480041	13.22325755	17.37293606	18.91458059	16.7853094	1.598885541	16.64097061	17.96001804	16.913278	11.45798923	16.98584626	15.89429238	17.35320797	13.48863073	22.33268857	20.78565693	20.04030167	18.47478556	20.23556129	20.12674273	16.78714103	14.2374913	21.13884676	12.13558616	11.11665434
HSP90AA1_S252_M1	14.62648424	17.76308078	17.77185543	17.77351525	17.77112234	25.58887773	17.7639151	17.77059682	11.08243399	11.36806213	11.47604394	11.13678143	11.07848407	11.21312258	11.44748224	11.38071054	19.22810464	15.64360263	27.73319989	19.22244813	29.2633866	26.79226032	29.54607355	29.21028255	28.89019695	28.61477795	29.13253742	15.62143468	15.13486813	15.12988666	15.38754864	15.11866011	14.41090436	15.22405543	27.90830554	29.79546337	28.19223773	28.88302209	29.2602011	29.00813142	28.56929203	10.99648255	11.4265415	11.40390211	11.4767954	13.85302754	28.29685075	20.98762077	27.8858812	15.38887142	15.59484555	15.92983577	15.60485701	10.86639184	11.05830254	11.55320561	11.24168462	10.89136803	11.1762288	11.50182934	11.12813072	17.93653053	17.33596278	17.2860035	17.80537531	26.06691392	19.41638501	27.01706166	22.08848776	16.0703304	25.66808024	16.57151806	14.38756791	10.78556952	11.20589014	11.30758416	11.18662747	11.17405457	11.56962943	11.35218917	11.39621158	11.33036898	11.54216634	11.34834482	11.44976991	14.93744834	15.83728102	15.20559967	15.341967
HSP90AA1_S263_M1	19.73070686	26.38442469	26.19831003	23.78873866	26.17223301	17.23620458	26.06784454	23.82043494	20.28021517	23.99551165	26.09382756	26.88437081	19.2245389	20.24889686	26.23413944	26.01530952	26.20213194	26.85019331	24.73122526	14.04215252	24.80509221	19.55216301	26.26211448	25.29493115	25.28579005	26.66698989	25.91269793	19.54912216	16.25070481	24.94508811	24.09152904	24.64328798	26.7045889	20.36447916	25.82051383	20.07815087	22.79371542	25.98962381	26.12443469	26.83191476	23.64498417	19.5315496	24.69881838	24.34827069	26.70357917	17.68236772	24.81662991	26.94098979	24.61667371	18.98092497	26.43723861	24.50033488	26.84177991	20.54145399	21.13227483	24.84324968	22.61483292	21.05954274	21.09347391	25.33124561	20.18622354	19.1350712	22.79658443	25.27943946	22.73037124	19.4524274	22.57394762	24.32832969	23.25313458	19.48639484	22.6643775	24.12348087	21.14670395	20.30998297	22.61381176	25.58494339	23.63912916	19.9873796	26.06923459	25.88474615	26.27744716	23.43105402	26.42187964	26.14075362	22.9854018	17.18003644	23.99179178	21.31595412	19.80343733
HSP90AA1_S476_M1	16.22446112	15.90118925	16.10571233	16.17217338	15.80871062	15.84526278	15.78154454	16.2001507	15.49524585	16.1649521	15.17570117	15.70773515	11.67607639	15.92368062	15.66366135	16.23417756	15.16665191	15.04257722	16.14985092	15.36745451	15.71196043	15.82427615	15.72568753	15.67350327	15.75184416	15.78888925	15.47717383	14.8907346	13.32937379	15.91288291	15.70400287	15.56693737	15.64811114	15.27233415	15.78935108	15.44497183	15.82717652	15.18514261	14.88798302	14.92328769	15.11210601	16.35124674	15.85689451	16.11795638	15.8864565	15.75420252	16.13642001	15.71938699	15.90512739	14.68527348	15.89623904	15.41146253	15.46857838	14.62113526	15.82534306	16.14716254	15.83173305	15.80998931	15.84134534	16.0804561	15.62097385	15.24023427	15.62280762	14.84755851	15.28982441	15.35481326	15.67927493	15.82567062	15.96841678	15.42625976	15.81340034	16.11658471	15.90770391	16.08252421	16.02341295	14.97101547	15.78328195	16.3314449	15.80571729	16.13679167	15.88634999	15.70020468	15.63324553	15.45532079	15.94593758	14.3407243	16.19777758	15.25355263	15.13066093
HSP90AA1_S50_M1	15.09139124	13.92349953	14.51588793	14.44487864	15.57121601	14.3801007	14.02476978	14.334246	15.62625397	14.54400798	15.26999851	15.3782725	14.36308433	14.51191537	13.97296612	13.8523764	15.3847709	15.18202885	14.18793689	13.34433274	15.22089706	15.44112678	14.34897993	14.28395327	14.33325526	14.11139237	14.62473521	14.73752481	14.83842243	14.22596432	14.5369843	14.99363802	14.74443863	14.59422764	14.55401985	15.10585467	14.0208364	15.08402938	14.79816682	15.08052234	15.31797758	14.8714627	14.79480328	14.71926488	14.81618505	14.24142179	14.64939513	14.63484079	14.60452348	15.9475411	14.20284355	15.37819594	15.28732514	14.26086996	14.28588908	14.83949776	14.9368374	14.42250941	14.61458316	15.05407131	14.52491018	14.64976932	15.11883296	14.89869222	14.85859588	14.73975457	14.55504883	14.56999665	14.55411939	14.7018944	14.0462978	13.92959774	14.07685639	14.96615456	14.9496339	16.01399188	15.79363755	14.65657721	14.14002041	14.20882554	14.09606885	14.74827223	14.54855492	14.82407975	14.59082041	14.9691131	14.33908426	14.8478721	15.00570969
HSP90AA1_Y216_M1	13.65867785	11.94460714	12.82640723	12.98757622	13.7951221	13.13601606	13.21046006	12.60737527	14.91723534	12.8891763	13.78431137	14.30285935	13.92294075	13.88761072	10.42668081	12.7208731	13.78911398	13.90386469	10.50622421	12.2253429	13.67522725	13.74006708	-2.618076825	10.18544395	11.92968379	11.81152402	11.80862791	12.06274064	11.50393129	11.44558205	11.98917124	12.21891246	11.46882661	11.86098165	12.951961	11.93237054	12.80699494	12.82203663	12.4847764	12.61000939	10.93473077	14.35166615	13.32086287	13.53325271	12.91367325	14.3540664	12.59073717	13.92915416	13.63910974	10.62466576	11.9037333	14.5029081	14.46283035	-1.408392099	10.55415754	13.4317052	12.36931962	13.73072678	12.49913497	14.14577206	12.98469268	13.06467108	12.12167454	14.1392087	13.68356642	-1.502709741	12.083794	12.92532381	12.59424178	10.83992856	11.27703633	11.96920992	12.81412361	10.78556952	11.20589014	11.30758416	11.18662747	12.7583271	12.40310863	10.6914047	13.07092922	12.32238453	13.01833062	11.6677228	11.37535744	10.43933788	-2.422946579	13.47578334	11.49462028
HSP90AA5P_S89_M1	16.23158785	20.00696207	20.18101142	17.89907934	19.78069895	13.87181745	20.21804115	18.10359199	17.40766419	17.9864192	20.02248403	21.19262667	15.25826702	14.58890539	19.93634712	19.94867786	20.72785014	21.18303945	18.78271829	17.78161677	18.44971576	16.53181923	19.98436446	19.8939947	19.79948829	20.90846383	19.96893149	14.2883296	13.25714384	18.81324187	18.30832989	18.77266278	20.86351465	14.71077392	19.27722934	14.01234309	17.24283767	20.23302785	19.9959098	21.25892067	18.43340454	17.69815322	18.36877408	18.3966178	20.86111025	16.30680105	18.56524228	20.61277539	18.59906493	15.36210867	19.83871202	18.40803587	20.71789545	16.4716335	17.07090439	18.8758781	17.19265218	13.2222769	16.32549426	19.17513626	16.15631514	17.20477194	17.08427825	19.05252798	17.1102682	17.06727269	16.79728177	18.48134383	17.59917338	15.18096354	17.04417344	18.21982664	16.65486676	15.92372219	17.1176422	19.38115359	18.16919246	15.32059221	19.8694501	19.93264602	20.46295695	17.45219268	20.13338508	20.32418764	17.1136303	17.11733412	18.27319974	17.01195857	13.70722152
HSP90AA5P_T312_M1	16.724777	16.59104751	16.49252851	16.90170145	14.16252241	16.64553398	15.94136449	16.59320334	16.76497997	16.97895253	16.59081273	16.7465517	15.2495795	16.15864479	16.69404878	16.65277675	16.32629434	16.80143585	16.86835083	16.65548391	16.14907018	16.66201151	16.8106339	16.81254483	16.66064376	16.98234744	16.86561762	13.14008524	15.678846	16.90936946	16.63350348	17.017996	16.58486178	16.85185636	16.98910128	16.52383188	16.99883784	17.41810667	17.04362616	17.10713676	17.09443699	15.52806075	16.73774009	16.87989265	16.63763518	16.61161387	16.6613887	16.45392012	16.89680299	13.6925361	16.809152	17.15986569	17.19759459	12.34439478	16.48463348	16.61911783	16.62141387	14.6225816	16.52561062	16.35185012	16.63588817	17.53244382	17.07374626	16.72614833	17.18464454	14.99724662	16.56496508	16.51744998	16.84098351	16.16550448	16.48509599	16.72088255	16.52188847	13.91382739	14.43547131	16.88487404	16.46000405	16.85395176	16.41535859	16.6660792	16.34710773	15.59007899	16.64738642	16.42902787	17.01353927	12.13994882	14.82596402	16.88252701	15.86016434
HSP90AB1_S226_M1	15.13749888	22.0609263	21.64414193	19.61698162	22.45940539	-2.05642017	21.57054234	19.80089582	16.49875776	20.21430602	21.63208638	22.49415664	14.77822308	15.73583281	21.83102515	21.79350108	22.15321054	22.02574725	20.50283283	13.83003907	21.15502093	13.73674318	21.66668921	21.04942161	21.0772369	21.93600903	21.24374885	16.40753772	15.89963671	21.07981866	20.29754972	20.14085218	21.82554246	15.89661043	21.69711806	14.78276667	18.690374	21.387563	21.65528902	22.30236884	19.77977456	10.1383934	20.66133773	20.13667879	22.65346395	11.91577602	20.64743853	22.38299822	20.78923544	14.7009149	22.22942026	20.19463875	22.80765757	16.09519067	17.4938896	20.40314666	18.92578622	17.25812578	17.38793005	20.60698222	16.89511759	14.50945728	19.11836157	20.35703785	18.97223205	16.36025065	18.83721345	20.2178336	19.47702486	12.50018072	18.96659566	19.6895946	17.78443444	16.07544563	18.98413486	21.23186703	20.1574247	13.61052251	22.08187116	21.19482896	21.95844918	20.24130201	22.0445246	21.29131316	18.91099105	11.69333371	20.4457105	12.53712507	15.97740194
HSP90AB1_S255_M1	18.60617819	25.43970742	25.29905256	23.25439083	25.58553329	14.65662787	25.02670566	23.27639268	20.06543198	23.68056706	24.96747898	25.71848539	18.56632319	19.64619662	25.27768918	25.0368664	25.30248433	25.5001197	23.81978122	23.64883351	24.25912612	18.46217651	25.33953958	24.5143476	24.69144447	25.50683814	24.9965917	19.81234161	16.87128137	24.45157716	23.71089823	24.08400705	25.33216375	19.69146712	25.07937893	19.04889152	22.51330188	25.06131445	24.84811868	25.52449702	23.21413674	18.34117385	24.17439079	23.75996684	25.85905269	17.71608181	24.30611722	25.55131477	24.12618293	18.93079169	25.38885257	23.64424428	25.82507538	19.56052013	20.96764301	24.07382003	22.34121795	20.24088791	20.57400307	24.25614407	20.18323624	17.65713389	22.3122859	23.99739261	21.85135744	19.44771962	22.35615625	23.72097708	22.85739256	16.45656909	22.438534	23.24308338	21.25902997	19.3389275	22.27662391	24.43613082	23.22464307	18.20403696	25.30822141	25.01613515	25.46169572	23.24232928	25.43717701	25.32595038	22.62322527	17.34238878	23.70980679	17.44738024	19.23895222
HSP90AB1_S255_M2	14.80003442	14.27544248	14.45223962	14.53015889	14.86926256	14.64301397	14.68653732	14.39706161	14.22239705	13.95567436	14.08920685	12.22370919	14.29026885	14.27359293	13.87139276	13.96860021	13.50998661	15.96656527	15.52023994	15.10378631	14.99217672	15.24427383	14.98174917	13.25586177	14.06202367	17.44173904	14.81629485	17.89570008	17.19533365	17.13301219	17.42037103	16.85554339	16.98853409	17.48227567	15.5782885	15.33147004	15.32898976	14.89243399	16.75703384	17.50185131	15.76895351	16.80116172	16.0148263	15.95148565	15.9232536	15.97378604	15.39211959	15.32667272	15.25415483	13.34032507	13.90101145	13.07390577	13.12537048	10.86639184	11.05830254	11.55320561	11.24168462	13.39516516	12.93062646	12.40957362	12.88999306	11.08132739	11.36255003	11.34261585	10.97681545	10.68299168	11.18806541	11.29953023	11.22912383	11.11876813	11.22775144	11.53084811	11.17525163	13.80443723	14.10076437	14.36316508	14.3074786	14.39385495	14.00303623	13.70563439	14.5162963	14.35321704	14.49378859	15.83148189	14.49086878	10.87981834	11.39281294	11.38038008	11.16735615
HSP90AB1_S261_M1	16.573955	18.2869313	18.10701699	18.43924475	18.47387989	18.53014203	19.19716328	18.68927654	18.78492884	18.38529685	18.5351657	18.69456083	15.59027597	16.88806424	17.62714025	17.07166651	11.40237439	11.40006351	11.31208719	11.26993953	17.09603265	17.16344365	17.49381216	17.64257493	17.79591396	18.23054627	17.87798497	14.10572944	15.49484121	17.54738063	17.0239514	17.46075171	16.67803268	15.22916996	18.13553306	11.41645753	15.17507624	16.1078154	15.7694599	17.10272854	15.63793839	17.60041984	17.15495477	19.49954405	18.15874725	17.47418482	17.38913382	17.76356423	18.12071395	16.95837548	18.86783845	17.31493017	18.89625185	13.85962848	15.33823865	16.91294383	16.02361466	14.71632686	14.76891909	18.62679733	14.41791583	16.23550461	15.68546119	16.95909744	15.62479925	16.35172996	16.14123456	16.09481251	16.20488642	15.49501057	16.52523978	17.22498265	16.18775182	16.45586778	16.36481428	16.78989769	16.53897649	19.520291	19.3018953	19.2284949	19.15783267	17.01674729	17.10050492	17.98084765	16.47872022	13.64749932	18.90382941	12.69325324	13.67545501
HSP90AB1_S261_M2	14.80003442	14.27544248	14.45223962	14.53015889	14.86926256	14.64301397	14.68653732	14.39706161	14.22239705	13.95567436	14.08920685	12.22370919	14.29026885	14.27359293	13.87139276	13.96860021	13.50998661	15.96656527	15.52023994	15.10378631	14.99217672	15.24427383	14.98174917	13.25586177	14.06202367	17.44173904	14.81629485	17.89570008	17.19533365	17.13301219	17.42037103	16.85554339	16.98853409	17.48227567	15.5782885	15.33147004	15.32898976	14.89243399	16.75703384	17.50185131	15.76895351	16.80116172	16.0148263	15.95148565	15.9232536	15.97378604	15.39211959	15.32667272	15.25415483	13.34032507	13.90101145	13.07390577	13.12537048	10.86639184	11.05830254	11.55320561	11.24168462	13.39516516	12.93062646	12.40957362	12.88999306	11.08132739	11.36255003	11.34261585	10.97681545	10.68299168	11.18806541	11.29953023	11.22912383	11.11876813	11.22775144	11.53084811	11.17525163	13.80443723	14.10076437	14.36316508	14.3074786	14.39385495	14.00303623	13.70563439	14.5162963	14.35321704	14.49378859	15.83148189	14.49086878	10.87981834	11.39281294	11.38038008	11.16735615
HSP90AB1_S307_M1	16.02264777	15.56545024	15.72834009	15.85481839	14.6929105	15.58658737	15.2711683	16.04939503	14.68369274	15.66547684	15.19253772	15.58114239	14.87743491	14.38590471	15.44834289	15.88594781	14.9985541	14.99891015	15.75833693	14.79214329	14.87944217	15.31203623	15.52672708	15.20687184	14.58613916	14.82334771	15.16678439	15.58206894	14.59357448	15.5679107	15.19755876	16.70681404	15.94439319	15.13830823	15.2373236	15.41507909	15.76191189	15.00415401	14.14733005	14.26862823	14.99766122	15.07170308	15.29035533	15.49678242	15.67617216	15.75094431	15.73899078	15.37958973	15.64640396	14.76286912	15.49486435	14.86575757	15.28815904	15.87246257	15.75316704	15.32727828	15.53531384	14.77838869	15.54921293	15.36087005	15.62938355	16.34272309	15.60820222	14.87922885	15.86211749	15.34031974	15.49212942	15.2263378	15.84065042	13.40808628	15.28057133	16.05814114	15.28548693	14.53871953	15.58833838	14.98970424	15.6231016	15.57724525	15.65171774	15.52560109	15.58647341	14.96816948	15.62184381	15.89374603	16.34955739	15.79790719	15.52390639	14.74340314	15.1363992
HSP90AB1_S322_M1	14.23791923	13.69611072	13.60165248	14.67556279	13.64247424	14.68529371	14.25441664	14.24700863	14.13628462	14.73427487	14.60689909	14.26755778	13.44186567	14.73936556	13.15280649	14.29893229	12.19725832	14.44906601	14.39117112	14.48979483	13.77459917	13.19578277	12.66667607	12.78691511	13.2775359	12.91052897	13.10216139	14.19004297	13.91234181	13.75102993	13.80336347	13.78691864	13.42402766	13.64758846	13.57882784	13.74599814	14.01321004	13.92544226	14.35061214	14.04993069	14.3676412	13.76516563	14.43674438	13.8539036	13.45327674	14.38638816	14.49389033	13.83963044	14.7546233	14.28242167	14.74561189	14.04460146	14.25801048	13.88643996	14.60188986	14.43810816	14.44057169	14.15678928	14.26220637	14.64792722	14.40329508	13.62131026	14.03372578	13.2829696	14.29362281	14.60705685	14.81270815	14.2235312	14.0744142	13.98457402	14.57956482	13.95312786	14.64701389	15.36194848	14.00483083	14.40427048	14.24560619	12.49008848	13.57363323	14.18912337	13.59179428	14.24665845	13.98445467	13.247541	14.13355098	13.83896087	13.83376002	14.41518926	14.48453419
HSP90AB1_S391_M1	14.64639756	14.28463371	14.37076384	14.84256635	14.55398529	14.58825863	14.30074594	14.43103796	15.10965469	14.77270006	14.43899594	14.55791317	14.96388552	14.84903748	14.17653175	14.51635729	14.62681574	14.19844928	14.60354912	14.71090213	14.65129021	14.830744	13.93504939	14.2413639	13.52600924	13.16249433	13.97083275	14.98517138	14.29495418	14.28815381	14.81461305	14.41914958	13.25503873	14.74651116	14.63903705	14.53315288	14.63044923	15.06264124	13.132038	13.65188311	14.41715317	13.98406689	14.60545818	14.56107767	14.40263526	14.634189	14.44776774	13.95572364	14.65971685	14.85255489	14.19847525	14.61987753	14.21126665	14.78690279	14.72714919	14.36961048	14.80261686	14.55168264	14.65162426	14.3489836	14.95660118	14.49607891	14.65483408	14.40922145	14.21177798	15.14095856	14.71347574	14.68821332	14.84294134	14.28110149	14.72699231	14.62064367	14.68246709	14.80832007	14.94243092	14.72729469	15.06326972	13.45500464	14.40967037	14.3576194	14.51672803	14.92763565	14.36202959	14.57981003	15.09612867	14.32005285	14.43628514	14.51573264	14.67928675
HSP90AB1_S452_M1	16.559184	15.42635209	15.08594846	13.23308691	15.72486613	15.65988413	13.82838879	14.32398656	16.6491836	15.50423387	14.49370177	14.3763514	10.55026932	16.603556	15.2777528	13.90342273	12.4335454	12.27910568	9.206234426	14.26261282	15.56119123	15.06207356	15.12076211	13.33357818	13.02170405	13.31511085	13.73420364	16.65485418	11.39531029	15.43227257	13.95229741	14.46684555	15.21954918	14.44173787	14.78575088	14.42225492	15.73689145	14.15440514	14.1878182	12.41163171	12.81808581	15.35324808	15.45938918	14.3970188	13.37412814	16.03879051	14.32284383	14.81258117	13.29703153	16.3477718	15.49706591	14.51112203	14.63614223	16.56921725	15.08309538	14.88071737	13.85377076	16.41399605	15.85909512	14.59403575	13.90097769	16.79489834	15.18248288	14.01516289	14.45791291	16.97064626	14.83249538	14.65549671	14.55069176	16.42343171	15.55605102	14.27917487	13.80376587	16.13515873	16.20921939	15.15590895	15.17204476	17.13285549	14.66704409	14.78994483	12.68701747	16.3784102	14.84521198	13.93528665	13.40185083	17.61858288	14.38778951	15.22369014	15.01495926
HSP90AB1_T104_M1	13.80231266	14.50748866	14.86835155	14.64254383	12.71404761	14.77415932	13.09241064	14.12074622	13.82114211	14.71293431	14.08129287	13.7886668	13.49558731	13.75261861	13.13877305	14.54035366	13.93163716	13.96308572	14.42908177	13.90154548	13.67617384	13.51938998	14.34533763	14.79938507	14.97493531	15.09228478	15.0325582	13.61484194	14.58922267	14.13173502	14.13156341	13.48876714	16.39619781	14.02917256	14.09225904	15.07555104	14.04429211	14.2870558	14.20362921	14.29468584	12.1162078	13.81608212	14.23577255	14.40470553	14.36241324	13.65414212	14.07351759	13.75107996	14.28582737	13.87061074	14.46741666	13.86022786	13.82661603	13.63397831	14.2574116	14.34498465	14.01041937	13.87095515	14.76009547	14.89550972	14.63049871	14.18909281	14.24845398	13.63900655	14.04194107	13.74005197	13.89849181	13.84634736	13.88464136	14.14214195	14.87329399	14.62549789	14.63652796	14.86482446	15.01793221	14.76299973	14.81327769	13.97351503	14.94430173	15.05620267	15.33961827	13.74597061	13.94779136	13.87610007	14.08478247	14.22253076	14.91385557	13.85480886	13.8767043
HSP90AB1_Y192_M1	13.45642205	12.55494465	12.87414896	11.97767746	13.48453309	12.46662405	12.30254917	11.94050931	13.04896783	11.90261056	13.65306507	13.9154767	11.93943997	11.78717864	11.74920286	11.18984927	14.4378521	14.08914357	14.71072205	14.59227133	14.43073519	14.19935126	13.31121787	12.74666919	13.14122894	12.26073912	13.36433638	10.75031095	12.53738705	11.75469844	12.2471386	12.06660827	13.37772367	12.3346969	14.27088667	13.11006608	13.45130342	13.63877536	13.61508473	13.9355377	13.05068155	12.9775303	11.91363818	12.8993506	10.21517869	13.27754173	12.65507287	13.41267792	12.32697066	14.28473147	11.49746799	13.78874784	13.77433521	13.07388979	12.51052419	12.56217898	12.49182083	13.7110987	13.20510828	12.98696418	13.30969876	12.22806312	11.73443199	13.63496331	11.82740302	10.68299168	11.18806541	11.29953023	11.22912383	12.63953342	12.401467	12.61710241	12.64815309	12.88377049	11.58044528	13.66106825	13.08268119	11.17405457	11.56962943	11.35218917	11.39621158	12.20915048	12.36533027	13.0938149	12.89609422	10.87981834	11.39281294	11.38038008	11.16735615
HSP90AB1_Y457_M1	16.17592562	16.23970117	15.75060289	16.26785767	15.9154588	16.0540016	15.5931182	16.2164382	16.31039097	16.26450138	15.84139441	16.29269102	16.22073471	16.52275157	16.19831903	16.42019119	16.33066925	16.08278866	16.53789939	16.35151519	16.62574321	16.25009025	16.35199671	13.97864787	15.96771672	15.6276178	15.62224082	16.14237562	16.64300374	16.27929646	16.36396156	15.9151998	15.7326744	16.66894127	16.28734609	16.59809688	16.52734185	16.23759647	15.67765137	15.96976725	15.97131042	16.79052147	16.49947766	16.77446837	16.40112059	16.18295515	16.4178691	15.66418035	16.23284117	16.73811124	16.25110868	16.40389153	16.27291108	16.6876978	16.29442564	16.18860842	16.56941106	16.44060036	16.0657986	15.97270332	16.26853316	16.30661821	16.28144113	16.14626436	16.35130257	16.53167865	15.7888787	16.03323983	16.21387901	15.15798547	15.97517847	15.98642353	15.95070418	16.68982489	16.38505486	16.30309078	16.35756328	16.03639731	16.05957323	16.25322646	16.22778344	16.17301664	15.96720651	15.22760656	16.24246587	17.2638211	17.02489749	16.47690674	16.77230986
HSP90B1_S306_M1	16.2806842	15.59028058	15.64786933	15.22139269	16.3471643	15.64905444	16.05415025	15.40947115	15.93388605	15.68293956	15.52389794	15.90989867	14.25355809	14.78450324	15.11710884	15.19230727	15.90082661	16.60228463	14.57309725	14.44672108	15.54722827	15.71588623	15.52517076	16.14376196	15.97045873	16.88922133	15.96054684	13.72125887	15.54730207	14.96858451	15.89738155	16.08102562	16.87569347	15.87711053	16.08697904	16.19018792	16.03417988	15.97353352	16.75370301	17.22220449	16.41199983	15.71756914	15.42282159	15.58065253	15.88486187	16.11813893	15.32334462	16.36282366	15.0730273	15.51934277	14.98812125	15.29428509	15.87437307	15.24587634	15.47786789	15.30267239	15.70949703	15.68347907	15.64038625	15.94044183	15.5030194	15.19093552	15.06981062	15.24375172	15.415382	14.89946268	15.04433803	16.43722635	15.31627535	16.22293957	15.90149369	15.8903153	15.82934879	15.31335465	15.86233618	16.18364477	16.05577773	15.24223758	15.16551069	15.00146274	15.06144303	15.46672628	15.30584203	16.17726561	15.88064447	15.88800965	15.52333337	15.66313476	15.94068516
HSP90B1_S746_M1	12.32670775	12.31791572	12.21338842	12.25771558	12.32314055	12.71180107	12.19296375	12.22287314	12.81768381	12.35728891	12.44475119	12.53518854	12.67100705	13.09689586	12.03347172	12.05541325	12.73632336	12.59424664	12.37966161	11.8281655	13.05322229	13.46205557	11.80323577	11.20317719	11.83737712	11.65478457	11.75528329	12.83463499	11.81177557	12.07101153	12.62528415	12.41325817	12.15221356	12.40110064	12.35575672	10.92887146	12.15849578	12.10575811	11.18812973	12.44720183	12.32383617	12.29883045	11.74057515	12.19425683	12.24852881	11.96332932	11.81281525	11.86331279	12.38231855	12.4732529	12.13595356	12.77412997	12.15247626	12.67159935	12.69094706	11.94241552	12.04677988	12.434107	11.72971539	12.7838632	11.2546494	12.02699469	12.72419743	12.74917462	12.66775506	13.31570449	11.90405464	12.35089166	12.15198995	12.20598792	12.01961993	12.37653835	12.15921004	12.47785987	12.67130592	13.44978878	13.01240401	12.20886984	12.35521155	12.69046817	12.4001186	12.92298484	12.0314881	12.62012599	11.98985249	11.64914814	12.52485881	12.23958293	12.52544356
